	Unnamed: 0	doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	isCorefKeep
18794	18794	bc/msnbc/00/msnbc_0007	408	15	The fact is that often offenders are caught while committing minor crimes like traffic violations or simply because they raise suspicion of local police.	The fact is that often offenders are caught while performing minor crimes like traffic violations or simply because they raise suspicion of local police /.	committing -> performing	False	True	[[[18, 18], [5, 5]]]	[['they', 'offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	True
18795	18795	bc/msnbc/00/msnbc_0007	408	16	The fact is that often offenders are caught while committing minor crimes like traffic violations or simply because they raise suspicion of local police.	The fact is that often offenders are caught while running minor crimes like traffic violations or simply because they raise suspicion of local police /.	committing -> running	False	True	[[[18, 18], [5, 5]]]	[['they', 'offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	True
18796	18796	bc/msnbc/00/msnbc_0007	408	17	The fact is that often offenders are caught while committing minor crimes like traffic violations or simply because they raise suspicion of local police.	The fact is that often offenders are caught while causing minor crimes like traffic violations or simply because they raise suspicion of local police /.	committing -> causing	False	True	[[[18, 18], [5, 5]]]	[['they', 'offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	True
18797	18797	bc/msnbc/00/msnbc_0007	408	18	The fact is that often offenders are caught while committing minor crimes like traffic violations or simply because they raise suspicion of local police.	The fact is that often offenders are caught while driving minor crimes like traffic violations or simply because they raise suspicion of local police /.	committing -> driving	False	True	[[[18, 18], [5, 5]]]	[['they', 'offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	True
18798	18798	bc/msnbc/00/msnbc_0007	408	19	The fact is that often offenders are caught while committing minor crimes like traffic violations or simply because they raise suspicion of local police.	The fact is that often offenders are caught while playing minor crimes like traffic violations or simply because they raise suspicion of local police /.	committing -> playing	False	True	[[[18, 18], [5, 5]]]	[['they', 'offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	[[[18, 18], [3, 5]]]	[['they', 'that often offenders']]	True
18958	18958	pt/nt/43/nt_4309	410	0	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was born, he saw a man who had been blind since the time he was born.	walking -> born	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18959	18959	pt/nt/43/nt_4309	410	1	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was scared, he saw a man who had been blind since the time he was born.	walking -> scared	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18960	18960	pt/nt/43/nt_4309	410	2	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was told, he saw a man who had been blind since the time he was born.	walking -> told	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18961	18961	pt/nt/43/nt_4309	410	3	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was dying, he saw a man who had been blind since the time he was born.	walking -> dying	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18962	18962	pt/nt/43/nt_4309	410	4	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was watching, he saw a man who had been blind since the time he was born.	walking -> watching	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18963	18963	pt/nt/43/nt_4309	410	5	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was confused, he saw a man who had been blind since the time he was born.	walking -> confused	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18964	18964	pt/nt/43/nt_4309	410	6	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was coming, he saw a man who had been blind since the time he was born.	walking -> coming	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18965	18965	pt/nt/43/nt_4309	410	7	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he knew a man who had been blind since the time he was born.	saw -> knew	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18966	18966	pt/nt/43/nt_4309	410	8	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he told a man who had been blind since the time he was born.	saw -> told	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18967	18967	pt/nt/43/nt_4309	410	9	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he said a man who had been blind since the time he was born.	saw -> said	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18968	18968	pt/nt/43/nt_4309	410	10	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he became a man who had been blind since the time he was born.	saw -> became	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18969	18969	pt/nt/43/nt_4309	410	11	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he thought a man who had been blind since the time he was born.	saw -> thought	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18970	18970	pt/nt/43/nt_4309	410	12	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he married a man who had been blind since the time he was born.	saw -> married	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18971	18971	pt/nt/43/nt_4309	410	13	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he looked a man who had been blind since the time he was born.	saw -> looked	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18972	18972	pt/nt/43/nt_4309	410	14	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he remembered a man who had been blind since the time he was born.	saw -> remembered	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18973	18973	pt/nt/43/nt_4309	410	15	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he seemed a man who had been blind since the time he was born.	saw -> seemed	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18974	18974	pt/nt/43/nt_4309	410	16	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he heard a man who had been blind since the time he was born.	saw -> heard	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18975	18975	pt/nt/43/nt_4309	410	17	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he wanted a man who had been blind since the time he was born.	saw -> wanted	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18976	18976	pt/nt/43/nt_4309	410	18	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he asked a man who had been blind since the time he was born.	saw -> asked	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
18977	18977	pt/nt/43/nt_4309	410	19	While Jesus was walking, he saw a man who had been blind since the time he was born.	While Jesus was walking, he walked a man who had been blind since the time he was born.	saw -> walked	False	True	[[[1, 1], [5, 5]], [[7, 18], [16, 16]]]	[['Jesus', 'he'], ['a man who had been blind since the time he was born', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	[[[16, 16], [1, 1], [5, 5]]]	[['he', 'Jesus', 'he']]	False
19031	19031	mz/sinorama/10/ectb_1019	411	0	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I asked what kind of headline my death would merit in the newspapers.	wondered -> asked	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19032	19032	mz/sinorama/10/ectb_1019	411	1	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I knew what kind of headline my death would merit in the newspapers.	wondered -> knew	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19033	19033	mz/sinorama/10/ectb_1019	411	2	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I know what kind of headline my death would merit in the newspapers.	wondered -> know	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19034	19034	mz/sinorama/10/ectb_1019	411	3	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I said what kind of headline my death would merit in the newspapers.	wondered -> said	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19035	19035	mz/sinorama/10/ectb_1019	411	4	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I learned what kind of headline my death would merit in the newspapers.	wondered -> learned	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19036	19036	mz/sinorama/10/ectb_1019	411	5	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I guess what kind of headline my death would merit in the newspapers.	wondered -> guess	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19037	19037	mz/sinorama/10/ectb_1019	411	6	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I decided what kind of headline my death would merit in the newspapers.	wondered -> decided	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19038	19038	mz/sinorama/10/ectb_1019	411	7	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I realized what kind of headline my death would merit in the newspapers.	wondered -> realized	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19039	19039	mz/sinorama/10/ectb_1019	411	8	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I explained what kind of headline my death would merit in the newspapers.	wondered -> explained	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19040	19040	mz/sinorama/10/ectb_1019	411	9	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I told what kind of headline my death would merit in the newspapers.	wondered -> told	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19041	19041	mz/sinorama/10/ectb_1019	411	10	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I considered what kind of headline my death would merit in the newspapers.	wondered -> considered	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19042	19042	mz/sinorama/10/ectb_1019	411	11	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I discussed what kind of headline my death would merit in the newspapers.	wondered -> discussed	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19043	19043	mz/sinorama/10/ectb_1019	411	12	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I remembered what kind of headline my death would merit in the newspapers.	wondered -> remembered	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19044	19044	mz/sinorama/10/ectb_1019	411	13	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I remember what kind of headline my death would merit in the newspapers.	wondered -> remember	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19045	19045	mz/sinorama/10/ectb_1019	411	14	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I mentioned what kind of headline my death would merit in the newspapers.	wondered -> mentioned	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19046	19046	mz/sinorama/10/ectb_1019	411	15	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I saw what kind of headline my death would merit in the newspapers.	wondered -> saw	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19047	19047	mz/sinorama/10/ectb_1019	411	16	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I ask what kind of headline my death would merit in the newspapers.	wondered -> ask	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19048	19048	mz/sinorama/10/ectb_1019	411	17	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I heard what kind of headline my death would merit in the newspapers.	wondered -> heard	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19049	19049	mz/sinorama/10/ectb_1019	411	18	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I got what kind of headline my death would merit in the newspapers.	wondered -> got	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19050	19050	mz/sinorama/10/ectb_1019	411	19	Instead, I wondered what kind of headline my death would merit in the newspapers.	Instead, I studied what kind of headline my death would merit in the newspapers.	wondered -> studied	True	True	[[[8, 8], [2, 2]]]	[['my', 'I']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	[[[2, 2], [8, 8]]]	[['I', 'my']]	True
19238	19238	tc/ch/00/ch_0049	413	0	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to try to become a citizen in Holland I would automatically lose my American citizenship.	ask -> try	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19239	19239	tc/ch/00/ch_0049	413	1	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to attempt to become a citizen in Holland I would automatically lose my American citizenship.	ask -> attempt	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19240	19240	tc/ch/00/ch_0049	413	2	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to continue to become a citizen in Holland I would automatically lose my American citizenship.	ask -> continue	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19241	19241	tc/ch/00/ch_0049	413	3	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to choose to become a citizen in Holland I would automatically lose my American citizenship.	ask -> choose	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19242	19242	tc/ch/00/ch_0049	413	4	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to go to become a citizen in Holland I would automatically lose my American citizenship.	ask -> go	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19243	19243	tc/ch/00/ch_0049	413	5	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to prepare to become a citizen in Holland I would automatically lose my American citizenship.	ask -> prepare	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19244	19244	tc/ch/00/ch_0049	413	6	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to begin to become a citizen in Holland I would automatically lose my American citizenship.	ask -> begin	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19245	19245	tc/ch/00/ch_0049	413	7	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to want to become a citizen in Holland I would automatically lose my American citizenship.	ask -> want	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19246	19246	tc/ch/00/ch_0049	413	8	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to come to become a citizen in Holland I would automatically lose my American citizenship.	ask -> come	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19247	19247	tc/ch/00/ch_0049	413	9	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to expect to become a citizen in Holland I would automatically lose my American citizenship.	ask -> expect	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19248	19248	tc/ch/00/ch_0049	413	10	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to offer to become a citizen in Holland I would automatically lose my American citizenship.	ask -> offer	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19249	19249	tc/ch/00/ch_0049	413	11	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to start to become a citizen in Holland I would automatically lose my American citizenship.	ask -> start	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19250	19250	tc/ch/00/ch_0049	413	12	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to happen to become a citizen in Holland I would automatically lose my American citizenship.	ask -> happen	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19251	19251	tc/ch/00/ch_0049	413	13	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to refuse to become a citizen in Holland I would automatically lose my American citizenship.	ask -> refuse	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19252	19252	tc/ch/00/ch_0049	413	14	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to learn to become a citizen in Holland I would automatically lose my American citizenship.	ask -> learn	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19253	19253	tc/ch/00/ch_0049	413	15	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to decide to become a citizen in Holland I would automatically lose my American citizenship.	ask -> decide	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19254	19254	tc/ch/00/ch_0049	413	16	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to wish to become a citizen in Holland I would automatically lose my American citizenship.	ask -> wish	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19255	19255	tc/ch/00/ch_0049	413	17	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to appear to become a citizen in Holland I would automatically lose my American citizenship.	ask -> appear	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19256	19256	tc/ch/00/ch_0049	413	18	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to agree to become a citizen in Holland I would automatically lose my American citizenship.	ask -> agree	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19257	19257	tc/ch/00/ch_0049	413	19	If I would to ask to become a citizen in Holland I would automatically lose my American citizenship.	If I would to get to become a citizen in Holland I would automatically lose my American citizenship.	ask -> get	True	True	[[[11, 11], [15, 15], [1, 1]]]	[['I', 'my', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	[[[15, 15], [1, 1], [11, 11]]]	[['my', 'I', 'I']]	True
19463	19463	pt/nt/45/nt_4509	420	0	So God shows mercy to those he wants to show mercy to and makes stubborn those he wants to make stubborn.	So God sent mercy to those he wants to show mercy to and makes stubborn those he wants to make stubborn.	shows -> sent	True	True	[[[1, 1], [16, 16], [6, 6]]]	[['God', 'he', 'he']]	[[[16, 16], [1, 1], [6, 6]]]	[['he', 'God', 'he']]	[[[16, 16], [1, 1], [6, 6]]]	[['he', 'God', 'he']]	True
